Rank	Score	ADR	r_Drugname	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
1472	0.004957598	Infusionsiteerythema	[REMODULIN] [LETAIRIS]	10	2.6738	LETAIRIS	11	0.325251	REMODULIN	17	1.79325	105149373
1473	0.004942137	Platelet count decreased	[RIBAVIRIN] [PEGASYS]	20	10.929	PEGASYS	41	8.28283	RIBAVIRIN	119	12.3444	"102644393,102844105,103318095,103400693,103483353,103957534,104343352,104423492,104455472,104587413,104656172,104902742,104954012,104955672,105146852,105163232,105164941,105174901,105212981,105217151,105261641,105705482,105717522,105811321,105881251,106015401,106082982,106115481,106118671,106291191,106668522"
1474	0.004884125	Unevaluableevent	[LETAIRIS] [ADCIRCA]	29	3.86152	ADCIRCA	29	2.54833	LETAIRIS	133	3.93258	"104172343,104624733,105149373,105175601,105387361,105453732,105557783,105712481,105774642,105825891,105916751,105961872,106032743,106110591,106443922"
1475	0.004857037	Death	[ASPIRIN] [REVLIMID]	10	13.5135	REVLIMID	339	20.263	ASPIRIN	97	3.25067	"105110601,105166612,105184891,105245081,105279321,105728501,105788811,105814652,105998341,106011301,106267192,106462392,106482471,106571902"
1476	0.004845165	Gangrene	[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL]	11	1.83333	DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE	30	0.902527	EXTRANEAL	12	1.48331	"103053483,104539074,104567775,104874564,104989872,105054902,105313902,105498873,105585671,105792521,105914172,106205782"
1479	0.004711243	"Myocardial infarction,Coronary artery disease,Cardiac failure congestive"	[AVANDAMET] [AVANDIA]	28	4.64345	AVANDAMET	29	4.60317	AVANDIA	177	3.61224	"101078902,101082932,101095282,101100952,101111682,103719192,105228872,105229772,105385502,105385522,105541412,105631722,105631732,105631772,105632582,105634182,105771091,105855931,105856062,105856131,105993601,105994361,105994901,106272411,106502281,82727252,83517023,83921162,87344282,94607672"
1481	0.004585191	Myocardial infarction	[AMLODIPINE] [AVANDIA]	10	31.25	AVANDIA	2411	49.2041	AMLODIPINE	29	2.10145	"101050592,101054792,101062172,101072752,101079822,101082382,101096602,101097302,101103792,101109832,101116522,101186692,101205432,101205862,101251172,101255002,103155072,105396362"
1482	0.004584014	Diarrhoea	[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL]	10	1.66667	DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE	38	1.1432	EXTRANEAL	10	1.23609	"102618314,104544484,104989264,105101862,105487752,105600882,105796062,105878822,105881941,106166273,106198162,106442372"
1483	0.004560476	Anginapectoris	[ASPIRIN] [AVANDIA]	23	2.68378	ASPIRIN	34	1.13941	AVANDIA	132	2.69388	"101039302,101064392,101069822,101074982,101079462,101095412,101100762,101102972,101103962,101104892,101105712,101114522,101118182,101141982,101186062,101186102,101210842,101226142,103152012,103180082,103195302,104856342,105394432,105394552,105418112"
1484	0.004546927	Atrialfibrillation	[AVANDAMET] [AVANDIA]	25	4.14594	AVANDIA	163	3.32653	AVANDAMET	25	3.96825	"101101012,101128482,103163112,103199842,103719192,105229852,105346992,105385092,105385292,105385362,105385642,105567012,105713411,105868141,105994361,105994561,105994901,106172301,106232531,106272411,106444532,84117262,86684992,91405882,93803424,94030694"
1485	0.004524112	Pulmonary arterial hypertension	[REMODULIN] [ADCIRCA]	12	5.45455	REMODULIN	61	6.4346	ADCIRCA	35	3.07557	"101035948,101377577,102581732,102729619,103592723,104018028,104168032,104172343,104178104,104403883,104433932,104857373,104857454,105033351,105063073,105235783,105291403,105692703,105703931,105823612,106204953"
1486	0.004486046	Myalgia	[METFORMIN] [SIMVASTATIN]	19	9.17874	METFORMIN	32	1.89349	SIMVASTATIN	253	12.9478	"100365263,105033691,105036661,105099871,105138341,105142791,105213651,105222031,105239401,105254191,105549092,105551481,106146231,106148851,106150911,106156811,106180611,106260681,106366421,106439681,106442521,106449431,106454171,106460761,106735651"
1487	0.004454129	Peritonitis	[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL]	29	4.83333	DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE	133	4.0012	EXTRANEAL	38	4.69716	"101523407,104028203,104157523,104330537,104428633,104429645,104443642,104498722,104683345,104711242,104742502,104762224,104762273,104813785,104815102,104815233,104874463,104894432,104900992,104901054,104901702,104956932,105020283,105020323,105020481,105020552,105043932,105044002,105044502,105044572,105053933,105059862,105081982,105101712,105101803,105101872,105194372,105194891,105222931,105249192,105275381,105305413,105305692,105339741,105447693,105499012,105519192,105547512,105555412,105601552,105659644,105686902,105687742,105709762,105711123,105765901,105796062,105796652,105842912,105850592,105879081,105879642,105906842,105906861,105906901,105986583,105989822,106018623,106019022,106019124,106019293,106019312,106072462,106072752,106105102,106105192,106161972,106162403,106166223,106166273,106166392,106166673,106174973,106175022,106175742,106198783,106224731,106225103,106235072,106409412,106434003,106434721,106493521,106521712,106533012,106600431,106619511,106619622,106619832,106647522,106648272,106661221,106689193,106689222,106792682,106856332,91476162,96821106,99853103"
1488	0.00443887	Syncope	[LETAIRIS] [TYVASO]	14	3.0837	LETAIRIS	90	2.66115	TYVASO	22	2.60973	"102399652,102708053,103592954,104893901,104938974,105039741,105099082,105128393,105224531,105453861,105466543,106087341,106427914,106569951,106611492"
1489	0.004417427	Paininextremity	[METHOTREXATE] [HUMIRA]	11	2.98103	METHOTREXATE	38	2.37797	HUMIRA	83	2.65006	"102151188,102263688,103100878,103553205,103867054,104256964,104444322,104986391,105149242,105210052,105249072,105538441,105585924,105649031,105719261,105741862,105746071,105822522,105827102,105859093,105909033,105943952,105992142,106001422,106076332,106120141,106183542,106445541,106503431,106775942,96812433,97521923,99863942"
1490	0.004399691	Cardiomyopathy	[ASPIRIN] [AVANDIA]	16	1.86698	AVANDIA	77	1.57143	ASPIRIN	19	0.636729	"101056742,101075482,101092232,101094452,101094502,101102182,101103852,101105802,101109752,101115452,101116572,101116722,101139922,101142432,101172002,101200752,101203712,101205432,101210042,101220772,101253142,103164242,103164482,103181002,103196292,103244052,105385282,105394552"
1491	0.004387723	Dyspnoea	[ADCIRCA] [TRACLEER]	20	12.5	ADCIRCA	148	13.0053	TRACLEER	102	11.039	"102729619,102839604,102859135,103090865,103135822,104256283,104403933,104581877,104655193,104843493,104857302,104857373,104880142,104882151,104963573,105210702,105262134,105291223,105410604,105496912,105764842,105911024,106206111,106421993,106444222,84914453,96296133"
1492	0.004365575	Vomiting	[METHOTREXATE] [HUMIRA]	10	2.71003	METHOTREXATE	29	1.81477	HUMIRA	80	2.55428	"100451154,102151188,102747093,103550242,105120602,105122151,105150013,105249072,105264761,105610041,105663541,105724391,105909033,105944271,106106582,106120791,106138392,106357471,106639362"
1493	0.004364481	Dizziness	[LETAIRIS] [ADCIRCA]	31	4.12783	LETAIRIS	134	3.96215	ADCIRCA	38	3.33919	"102079308,102373194,103583319,105027761,105142231,105284091,105497611,105671561,105915331,105916612,106110783,106388651,106754121"
1494	0.004348842	Asthenia	[LETAIRIS] [ADCIRCA]	18	2.3968	LETAIRIS	58	1.71496	ADCIRCA	24	2.10896	"100920317,102344784,105148271,105173071,105386311,105497611,105747683,105785496,105823191,106436281,106726501,106727711,93196273"
1495	0.004329359	Pleuraleffusion	[AVANDAMET] [AVANDIA]	20	3.31675	AVANDAMET	20	3.1746	AVANDIA	121	2.46939	"104338313,105229852,105385362,105385572,105541232,105541412,105543742,105632582,105713011,105713052,105771091,105856062,105868141,105994511,106231901,83516693,83517283,83921162,86829202"
1497	0.004245966	Anginaunstable	[AVANDAMET] [AVANDIA]	22	3.64842	AVANDAMET	23	3.65079	AVANDIA	129	2.63265	"101060022,101060352,101064682,101069942,101076842,101095132,101096622,101118092,101119562,101136572,101250322,103178972,105385292,105541312,105543122,105632552,105713461,105771091,105798981,105856131,105994102,106232531"
1498	0.004223681	Stentplacement	[AVANDAMET] [AVANDIA]	14	2.32172	AVANDAMET	14	2.22222	AVANDIA	61	1.2449	"101069212,101101592,103168312,105631732,105631772,105634182,105855512,105994102,83516693,83516923,83517023,83517383,84051262,86684992"
1499	0.004194844	Insomnia	[LETAIRIS] [ADCIRCA]	10	1.33156	LETAIRIS	20	0.591366	ADCIRCA	11	0.966608	"105374372,105937476"
1500	0.00409756	Nausea	[ADCIRCA] [TYVASO]	15	5.70342	TYVASO	57	6.76157	ADCIRCA	39	3.42707	"103475985,103489142,104403776,104403783,104719536,105506832,105557783,105562453,105670833,105776672,105814851,105953452,106013652"
1501	0.004033823	"Cardiomyopathy,Myocardial infarction"	[ASPIRIN] [AVANDIA]	11	1.28355	ASPIRIN	11	0.368633	AVANDIA	42	0.857143	"101056742,101075482,101092232,101094452,101094502,101102182,101103852,101105802,101109752,101115452,101116722,101139922,101142432,101172002,101200752,101203712,101205432,101210042,101253142,105394552"
1502	0.00396025	Nasopharyngitis	[REVATIO] [LETAIRIS]	18	3.03541	REVATIO	24	2.35988	LETAIRIS	96	2.83856	"102968222,104986431,105118893,105174351"
1503	0.003935711	Chest pain	[ADCIRCA] [TYVASO]	10	3.80228	ADCIRCA	33	2.89982	TYVASO	32	3.79597	"102133354,103400383,103834583,104403783,104714163,104857504,105562453,106387512,106403174,106475541,106685662"
1505	0.003846254	"Dyspnoea,Dizziness"	[REVATIO] [LETAIRIS]	10	1.68634	LETAIRIS	28	0.827913	REVATIO	15	1.47493	"102708053,103592954,103899123,103920514,105775971,105968775,106127472,106569951,87621377"
1507	0.003742895	"Myocardial infarction,Coronary artery disease"	[NORVASC] [AVANDIA]	10	7.35294	NORVASC	11	1.95382	AVANDIA	509	10.3878	"101078302,101095712,101103232,101115452,101117892,101121902,101202722,101209232,105217722,105394432,105541362"
1508	0.003711576	Sinusitis	[LETAIRIS] [ADCIRCA]	10	1.33156	LETAIRIS	32	0.946186	ADCIRCA	11	0.966608	103475985
1509	0.00368614	"Myocardial infarction,Pleuraleffusion"	[AVANDAMET] [AVANDIA]	14	2.32172	AVANDAMET	14	2.22222	AVANDIA	74	1.5102	"104338313,105229852,105385362,105385572,105541412,105632582,105713011,105713052,105771091,105856062,105868141,83516693,83517283,83921162,86829202"
1510	0.003624732	"Myocardial infarction,Anginaunstable"	[AVANDAMET] [AVANDIA]	15	2.48756	AVANDAMET	16	2.53968	AVANDIA	70	1.42857	"101060022,101069942,101095132,101096622,101118092,101119562,101136572,101250322,105385292,105543122,105632552,105713461,105771091,105856131,105994102"
1511	0.003514715	"Myocardial infarction,Anginapectoris"	[ASPIRIN] [AVANDIA]	13	1.51692	AVANDIA	62	1.26531	ASPIRIN	14	0.469169	"101039302,101064392,101069822,101074982,101079462,101095412,101100762,101102972,101103962,101104892,101105712,101210842,101226142,104856342,105394432,105394552"
1512	0.00350732	Chest pain	[AVANDAMET] [AVANDIA]	24	3.9801	AVANDAMET	26	4.12698	AVANDIA	147	3	"101025142,101062262,101066742,101093882,101098322,101109652,101121632,101134812,101137572,101171482,103175272,103178662,103193762,103197612,103197922,103212612,103264302,105058112,105283262,105567242,105631702,105855512,106172881"
1515	0.003452389	"Myocardial infarction,Stentplacement"	[AVANDAMET] [AVANDIA]	11	1.82421	AVANDIA	41	0.836735	AVANDAMET	11	1.74603	"101069212,105631732,105631772,105634182,105994102,83516693,83516923,83517023,83517383,84051262,86684992"
1516	0.003401635	Coronary artery disease	[COUMADIN] [AVANDIA]	10	12.987	AVANDIA	904	18.449	COUMADIN	11	1.01758	"101078792,101092522,101100952,101111242,101116722,101118652,101121662,101124102,101205162,104856342"
1517	0.00336254	Anaemia	[REVLIMID] [DEXAMETHASONE]	13	2.3766	REVLIMID	27	1.61387	DEXAMETHASONE	37	2.31975	"100757939,104794994,104990232,105092083,105123634,105171592,105199632,105242732,105275822,105401331,105414484,105722582,105871722,105956171,105957381,106270081,106371362,106410261,106683102,106709761,106721492,106824692,106860542,106861501,106862041,97090369,97460342"
1518	0.0033402	Cerebro vascular accident	[SOLOSTAR] [LANTUSSOLOSTAR]	36	8.03571	LANTUSSOLOSTAR	36	7.67591	SOLOSTAR	36	7.72532	"102020192,103426622,103655182,103817765,104302472,104514222,104588732,104592344,104611842,104867663,104944472,104977162,104978152,105011951,105068441,105137271,105166011,105188083,105220301,105220471,105220551,105221552,105254102,105281112,105411822,105501692,105501781,105734782,105975223,105975833,106170541,106223701,106257401,106487951,106697751,106721911,75834952,96630302"
1519	0.00333266	"Myocardial infarction,Coronaryarterybypass"	[ASPIRIN] [AVANDIA]	11	1.28355	AVANDIA	48	0.979592	ASPIRIN	11	0.368633	"101028932,101039202,101064392,101069822,101070232,101079242,101097192,101100672,101105062,101115392,101121853,101253652,105394352,105632352"
1520	0.003322482	"Coronary artery disease,Cardiac failure congestive"	[AVANDAMET] [AVANDIA]	44	7.29685	AVANDIA	323	6.59184	AVANDAMET	46	7.30159	"101078902,101082932,101095282,101100952,101111682,103151572,103163112,103166652,103167912,103168722,103172882,103197612,103719192,105025732,105228872,105229772,105346992,105385092,105385502,105385522,105394692,105541412,105542052,105631722,105631732,105631772,105632582,105634182,105634342,105771091,105855931,105856062,105856131,105993601,105994361,105994901,106087581,106232531,106272411,106502281,82727252,83517023,83921162,86807132,87344282,94607672,94877333"
1521	0.003231735	Pyrexia	[REVATIO] [LETAIRIS]	11	1.85497	LETAIRIS	37	1.09403	REVATIO	18	1.76991	"101525786,103023072,103971403,104606265,105164743,105497862,105770442,105937991,106026432"
1522	0.003193688	Diarrhoea	[LETAIRIS] [ADCIRCA]	27	3.59521	ADCIRCA	44	3.86643	LETAIRIS	85	2.51331	"101745926,106493176,106754121,96110034"
1523	0.003192262	Throatirritation	[LETAIRIS] [TYVASO]	10	2.20264	LETAIRIS	11	0.325251	TYVASO	16	1.89798	105329583
1524	0.003189072	"Dyspnoea,Fatigue"	[REVATIO] [LETAIRIS]	11	1.85497	LETAIRIS	50	1.47842	REVATIO	16	1.57325	"103993299,105092184,105203436,105775971,106127472,106569951,989447110"
1525	0.003171393	Pulmonary arterial hypertension	[LETAIRIS] [TYVASO]	17	3.74449	TYVASO	37	4.38909	LETAIRIS	72	2.12892	"102344784,102708053,102902592,102906422,103592954,103942853,104054286,104463213,104624733,105178866,105294823,105456601,105502034,105643203,105774251,106087341,106427914,106569951,106611492"
1526	0.003164649	Foetal exposure during pregnancy	[NORVIR] [PREZISTA]	10	11.3636	NORVIR	24	12.1827	PREZISTA	12	9.83607	"100055157,102055542,102223022,104501323,105123391,105307982,105683132,105887301,106502301"
1527	0.003162012	Neutropenia	[RIBAVIRIN] [PEGASYS]	10	5.46448	RIBAVIRIN	44	4.56432	PEGASYS	28	5.65657	"102513164,104875071,104954012,105164991,105170864,105293281,105294544,105343354,105424944,105535314,105806821,105829391,105830561,105836761,105851111,106181252,106699241,106763441,94328623,99247025"
1529	0.003135623	Anginapectoris	[PLAVIX] [AVANDIA]	12	2.42424	PLAVIX	16	0.972054	AVANDIA	132	2.69388	"101069822,101071072,101079462,101102972,101186062,101205162,101212422,101213412,103166052,103241562,104856342,105394432"
1530	0.003110955	Palpitations	[LETAIRIS] [ADCIRCA]	10	1.33156	LETAIRIS	17	0.502661	ADCIRCA	13	1.14236	"104576632,104967732,104983001,105888162"
1531	0.003097395	Vomiting	[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL]	15	2.5	DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE	75	2.25632	EXTRANEAL	17	2.10136	"104238654,104544484,104735723,104778463,104894402,104901712,105006531,105101862,105147322,105171802,105487752,105547165,105709801,105736223,105849101,105850613,105881941,106162833,106661141,106677622,106678001"
1532	0.003082525	Bronchitis	[LETAIRIS] [ADCIRCA]	11	1.46471	LETAIRIS	41	1.2123	ADCIRCA	12	1.05448	"104744353,105628485,106104413,106751591"
1533	0.003050306	Peripheralswelling	[LETAIRIS] [ADCIRCA]	12	1.59787	ADCIRCA	14	1.23023	LETAIRIS	45	1.33057	"105823211,106263891"
1534	0.003041723	Feelingabnormal	[LETAIRIS] [ADCIRCA]	10	1.33156	LETAIRIS	33	0.975754	ADCIRCA	12	1.05448	"104576632,105558064"
1535	0.003030382	Asthenia	[PLAVIX] [ASPIRIN]	10	1.79211	PLAVIX	27	1.64034	ASPIRIN	37	1.23995	"104572842,104578142,105243861,105370621,105489231,105546112,105575102,105669131,105774863,105860781,106065715,106157322,106465621,106555452,106806261,106840231,645955133,88156475,88312246,96876769,97061503,979144014,98095243,98096753,98097883,98107693,98108043,98109793,98110383,98116962,98117502,98189593"
1536	0.00302494	Epistaxis	[LETAIRIS] [ADCIRCA]	10	1.33156	ADCIRCA	13	1.14236	LETAIRIS	26	0.768776	"103320622,104581877,105142133,106470412,93196207"
1537	0.003021013	Asthenia	[OLYSIO] [SOVALDI]	11	4.04412	OLYSIO	14	4.06977	SOVALDI	21	3.34928	"103551696,105226401,105226411,105308561,105321931,105390424,105694231,105794551,106102982"
1538	0.003017225	"Myocardial infarction,Ischaemiccardiomyopathy"	[AVANDAMET] [AVANDIA]	12	1.99005	AVANDIA	66	1.34694	AVANDAMET	12	1.90476	"101066902,101067252,101103852,105385572,105631722,105631732,105631772,105771091,105855931,105994901,81618703,82727252,83517383,87344282"
1539	0.003009822	Hypotension	[REMODULIN] [LETAIRIS]	14	3.74332	LETAIRIS	72	2.12892	REMODULIN	42	4.43038	"102387593,103583183,103899123,104148985,104599075,104660405,105033291,105346642,105386311,106550212,106614543,106656063"
1540	0.002982021	Chest pain	[PLAVIX] [AVANDIA]	14	2.82828	PLAVIX	31	1.88335	AVANDIA	147	3	"101025142,101029142,101041042,101044872,101062262,101074382,101083282,101116232,101119292,101121912,101142172,101171482,101188462,101228552,105567242"
1541	0.002966005	Chestdiscomfort	[REVATIO] [LETAIRIS]	10	1.68634	REVATIO	16	1.57325	LETAIRIS	36	1.06446	"100650645,103920514,104685913,104719524,105423203,105497684"
1542	0.002924178	Ultrafiltrationfailure	[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL]	11	1.83333	DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE	41	1.23345	EXTRANEAL	14	1.73053	"104683345,104778382,104901282,105020402,105709822,105736223,105843822,105957142,106162483,106166223,106166673,106434712,106497982,106661221"
1543	0.002910302	Death	[POMALYST] [DEXAMETHASONE]	12	19.6721	POMALYST	90	29.4118	DEXAMETHASONE	138	8.65204	"104866651,105139972,105166511,105169481,105174771,105277441,105283871,105299421,105405592,105485202,105842411,105897782,105905291,105958381,106197801,106387481,106562291,106830261,106832441"
1544	0.002866411	Ischaemiccardiomyopathy	[AVANDAMET] [AVANDIA]	15	2.48756	AVANDAMET	15	2.38095	AVANDIA	96	1.95918	"101066902,101067252,101103852,103163042,103197612,105385572,105631722,105631732,105631772,105771091,105855931,105994901,81618703,82727252,83517383,87344282"
1545	0.002859584	Cardiac failure congestive	[PLAVIX] [AVANDIA]	69	13.9394	PLAVIX	80	4.86027	AVANDIA	1052	21.4694	"101040492,101041242,101043022,101044602,101055312,101056442,101056852,101069672,101069942,101071592,101077422,101078552,101079822,101082512,101092932,101093742,101093842,101093852,101097212,101100212,101100952,101102252,101102702,101103972,101107032,101107912,101108752,101111662,101111682,101111772,101116572,101119592,101120972,101143062,101185972,101200752,101202722,101205052,101206212,101212762,101255252,101256582,103157682,103163232,103166052,103166312,103173962,103174142,103174162,103176862,103178992,103183972,103198472,103199762,103201052,103238932,103241562,103245562,103249232,103258452,104856342,104980272,105012712,105159982,105337452,105385282,105396352,105565172,105567242"
1546	0.002835855	"Ischaemiccardiomyopathy,Coronary artery disease"	[AVANDAMET] [AVANDIA]	12	1.99005	AVANDAMET	12	1.90476	AVANDIA	69	1.40816	"101067252,101103852,103163042,103197612,105631722,105631732,105631772,105771091,105855931,105994901,81618703,82727252,87344282"
1547	0.002808729	"Myocardial infarction,Anginaunstable"	[ASPIRIN] [AVANDIA]	13	1.51692	ASPIRIN	14	0.469169	AVANDIA	70	1.42857	"101060022,101062542,101069942,101081122,101095902,101096622,101098002,101106152,101107762,101115142,101136572,101209382,101250322,101253622,105385292,105394572"
1548	0.002788056	"Chest pain,Cardiac failure congestive"	[ASPIRIN] [AVANDIA]	10	1.16686	ASPIRIN	10	0.335121	AVANDIA	46	0.938775	"101127032,101137572,101211212,103167602,103175232,103179852,103192312,103197242,103263212,105567072"
1550	0.002736217	"Gastro intestinal haemorrhage,Death"	[PLAVIX] [ASPIRIN]	11	1.97133	ASPIRIN	12	0.402145	PLAVIX	32	1.94411	"104877611,105290462,90567892,90890162,90911682,90933222,91667302,98095603,98095643,98096913,98111542,98117312,98118042"
1551	0.00271939	"Myocardial infarction,Atrialfibrillation"	[AVANDAMET] [AVANDIA]	13	2.15589	AVANDIA	80	1.63265	AVANDAMET	13	2.06349	"101101012,103719192,105229852,105385292,105385362,105385642,105868141,105994361,105994901,106272411,106444532,84117262,86684992,91405882"
1553	0.002692328	Drugadministrationerror	[SOLOSTAR] [LANTUSSOLOSTAR]	52	11.6071	LANTUSSOLOSTAR	53	11.3006	SOLOSTAR	53	11.3734	"101884493,102020192,102070354,103017072,103342555,103574703,103655182,103753292,103817765,104182082,104592344,104635443,104670472,104728632,104943891,104973021,105012081,105056482,105147751,105188083,105214242,105217251,105219902,105220471,105253461,105271502,105273191,105317481,105320322,105324001,105347591,105366731,105409442,105411961,105500211,105544701,105556912,105573361,105614002,105652862,105682871,105734921,105811131,105825131,105841771,105914061,105941241,106020772,106021231,106161202,106224471,106258031,106487951,106690322,106752861,106822281,94951212,98178292"
1554	0.00269125	"Acute Myocardial infarction,Cardiac failure congestive"	[ASPIRIN] [AVANDIA]	10	1.16686	AVANDIA	47	0.959184	ASPIRIN	10	0.335121	"101077422,101096792,101111662,101212762,103156992,103169252,103198472,103238932,103249232,104856342"
1555	0.002673407	Pulmonary arterial hypertension	[SILDENAFIL] [TRACLEER]	12	5.91133	SILDENAFIL	24	5.54273	TRACLEER	53	5.73593	"101749858,104128704,104326862,104890242,104963542,105086102,105115032,105174625,105388112,105442561,105662942,106076903,106127251,106489521,81567645,90959392,98535612,98924073"
1556	0.002660183	"Coronary artery disease,Cerebro vascular accident"	[ASPIRIN] [AVANDIA]	11	1.28355	AVANDIA	55	1.12245	ASPIRIN	11	0.368633	"101040492,101044602,101073522,101083972,101094242,101095232,101107132,101115452,101139142,101186062,103177342"
1557	0.00265744	Drug ineffective	[FOLICACID] [METHOTREXATE]	17	4.49735	FOLICACID	27	2.49769	METHOTREXATE	90	5.63204	"100518356,102174774,102228747,103468272,103820752,103888394,103918174,103967052,104256964,104506402,104979922,105168811,105200052,105225602,105338971,105493953,105520631,105523542,105546112,105558152,105579011,105672642,105687691,105735131,105768191,105827122,105858281,105943452,106007701,106028662,106134112,106136521,106144992,106174162,106212371,106280862,106398781,106444341,106610711,769911311,85116244,89799413,95238663,970946011,97204223,97341014,97350565,98565423,98679983"
1558	0.002614213	Cerebro vascular accident	[FUROSEMIDE] [AVANDIA]	13	12.5	FUROSEMIDE	24	2.04953	AVANDIA	986	20.1224	"101031212,101050672,101061392,101071292,101091802,101093542,101117502,101117902,101118582,101213142,101222292,101251172,105541502"
1559	0.002551198	Chest pain	[LETAIRIS] [ADCIRCA]	22	2.92943	LETAIRIS	81	2.39503	ADCIRCA	33	2.89982	"102373194,103092313,103583319,103592723,103834583,104576632,104857504,105092271,106032781,106195141,106271551,106403174,106496021,106685662,106727711"
1560	0.002546525	"Cerebro vascular accident,Cardiac failure congestive"	[ASPIRIN] [AVANDIA]	19	2.21704	AVANDIA	124	2.53061	ASPIRIN	19	0.636729	"101040492,101041242,101044602,101060402,101061102,101067932,101079282,101079752,101091872,101102252,101108842,101111662,101116572,101203612,101211212,101213142,101253142,103163712,103195632,105385292"
1561	0.002543447	Atrialfibrillation	[PLAVIX] [ASPIRIN]	10	1.79211	PLAVIX	17	1.03281	ASPIRIN	55	1.84316	"101078852,101219452,104655372,104890721,105385282,105603961,105686001,105742481,106067241,106194481,106499091,645955133,69541834,979144014,98109793"
1562	0.002506885	Renalfailure	[REVLIMID] [DEXAMETHASONE]	10	1.82815	REVLIMID	30	1.79319	DEXAMETHASONE	20	1.25392	"104829124,105217392,105342933,105414484,105438432,105627992,105722582,105871722,105934171,106336492,106518221,106829402,106847032"
1563	0.002499365	"Coronary artery disease,Pleuraleffusion"	[AVANDAMET] [AVANDIA]	13	2.15589	AVANDIA	83	1.69388	AVANDAMET	13	2.06349	"105541412,105543742,105632582,105713011,105713052,105771091,105856062,105868141,105994511,83516693,83517283,83921162,86829202"
1567	0.002434555	Fatigue	[REVLIMID] [DEXAMETHASONE]	11	2.01097	REVLIMID	27	1.61387	DEXAMETHASONE	30	1.88088	"100757939,103571102,103572543,103579743,104878282,105092601,105095622,105099811,105244021,105382302,105401551,105525263,105871722,105911982,105956171,105978172,106013072,106349931,106460523,106591952,106862041"
1568	0.002400747	Devicedislocation	[REMODULIN] [LETAIRIS]	11	2.94118	LETAIRIS	11	0.325251	REMODULIN	29	3.05907	"102524322,103540013,103899123,104606265,105231162,105374372,105553681,105843846,106498461,106498552"
1569	0.002390811	"Cardiac failure congestive,Atrialfibrillation"	[AVANDAMET] [AVANDIA]	15	2.48756	AVANDAMET	15	2.38095	AVANDIA	102	2.08163	"103163112,103199842,103719192,105229852,105346992,105385092,105385292,105385642,105567012,105994361,105994901,106232531,106272411,91405882,93803424,94030694"
1571	0.002279375	Death	[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL]	67	11.1667	DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE	327	9.83755	EXTRANEAL	97	11.9901	"104156362,104498722,104813785,105043852,105044071,105044491,105044511,105054902,105055281,105101481,105101821,105204602,105232903,105248931,105249001,105261111,105274791,105286541,105286781,105286871,105286891,105390182,105546911,105547071,105600771,105600782,105600871,105601041,105601212,105617024,105641791,105658331,105659211,105687261,105791881,105792632,105843291,105848861,105857833,105906491,105932051,105932141,105986771,105987041,106071651,106083851,106168001,106168171,106231151,106235072,106236621,106259173,106267874,106381773,106442372,106547362,106593421,106593521,106628842,106678271,106678341,106683061,106692912,106719671,106721691,106721731,106721781,106755201,106792682,106792951,106793171,106793491,106834431"
1572	0.002257823	Pulmonary hypertension	[REMODULIN] [LETAIRIS]	10	2.6738	REMODULIN	32	3.37553	LETAIRIS	29	0.857481	"102247572,102270942,102276454,102772092,104323145,104599075,104660405,104967732,106234443,106628232"
1573	0.00223917	"Headache,Nausea"	[LETAIRIS] [TYVASO]	11	2.42291	LETAIRIS	33	0.975754	TYVASO	25	2.9656	"103475985,104163643,104882314,105329583,913246010"
1574	0.002203463	Vomiting	[LETAIRIS] [ADCIRCA]	22	2.92943	LETAIRIS	56	1.65583	ADCIRCA	40	3.51494	"101745926,102373194,103583319,105221922,105557783,105937476,106082321,106726501,106727711"
1575	0.002198977	"Myocardial infarction,Coronary artery disease,Pleuraleffusion"	[AVANDAMET] [AVANDIA]	10	1.65837	AVANDAMET	10	1.5873	AVANDIA	60	1.22449	"105541412,105632582,105713011,105713052,105771091,105856062,105868141,83516693,83517283,83921162,86829202"
1576	0.002193903	Arteriosclerosiscoronaryartery	[AVANDAMET] [AVANDIA]	16	2.6534	AVANDAMET	16	2.53968	AVANDIA	113	2.30612	"101060732,101064912,101168642,101279372,103171782,104030993,105144482,105218082,105228872,105385292,105385642,105543122,105631772,105713411,106465361,83517383"
