Rank	Score	No_of_Drugs	ADR	intr_drugs	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
1649	-0.000103	2	[Cerebrovascularaccident]	[ALTACE] [AVANDIA]	10	14.7059	AVANDIA	986	20.1224	ALTACE	11	9.32203	101081372
1652	-0.000248	2	[Cerebrovascularaccident]	[LISINOPRIL] [METOPROLOL]	10	5.58659	LISINOPRIL	97	6.62568	METOPROLOL	47	4.60784	106857151
1653	-0.000275	2	[Coronaryarterydisease] [Cardiacfailurecongestive]	[ASPIRIN] [AVANDIA]	32	3.73396	ASPIRIN	32	1.07239	AVANDIA	323	6.59184	"101039442,101042602,101051932,101059272,101061102,101063472,101067482,101070242,101075512,101075722,101076982,101079282,101079702,101080192,101082562,101084312,101093002,101094102,101095122,101096132,101098002,101101432,101103592,101107332,101114442,101118562,101118822,101127472,101171632,101171752,101172002,101185252,101205262,101212262,101212562,101212662,101224442,101265592,103158852,103167212"
1654	-0.000334	2	[Haemoglobindecreased]	[COPEGUS] [PEGASYS]	10	5.58659	PEGASYS	28	5.65657	COPEGUS	11	5.58376	"100,942,542,102,267,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1656	-0.000363	2	[Nasalcongestion]	[LETAIRIS] [ADCIRCA]	16	2.13049	LETAIRIS	94	2.77942	ADCIRCA	18	1.58172	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1659	-0.000511	2	[Cerebrovascularaccident] [Cardiacfailurecongestive]	[AVANDAMET] [AVANDIA]	14	2.32172	AVANDIA	124	2.53061	AVANDAMET	14	2.22222	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1660	-0.000578	2	[Death]	[ADCIRCA] [TRACLEER]	18	11.25	TRACLEER	143	15.4762	ADCIRCA	82	7.20562	"100867643,101858985,102569443,103849572,103992643,104141833,104246252,104484032,104569503,104880142,104880192,104880281,104983983,105060362,105501042,105615772,105685091,106109251,106109341,106109431,106206111,106390611,106461011,106461322,106564781,106677251,106729721,106791791"
1661	-0.000591	2	[Pulmonaryarterialhypertension]	[LETAIRIS] [ADCIRCA]	19	2.52996	LETAIRIS	72	2.12892	ADCIRCA	35	3.07557	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1662	-0.000721	2	[Cardiomyopathy]	[AVANDAMET] [AVANDIA]	10	1.65837	AVANDAMET	12	1.90476	AVANDIA	77	1.57143	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1664	-0.000778	2	[Thrombocytopenia]	[COPEGUS] [PEGASYS]	12	6.70391	COPEGUS	14	7.1066	PEGASYS	32	6.46465	"100,942,542,102,267,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1665	-0.000812	2	[Sepsis]	[REVLIMID] [DEXAMETHASONE]	11	2.01097	DEXAMETHASONE	44	2.75862	REVLIMID	25	1.49432	"104970481,104970761,104970831,104971031,104971361,104972311,104990542,105073511,105074832,105100681,105108042,105120161,105139341,105145781,105157521,105161561,105173101,105184071,105184421,105188611,105194161,105197141,105197401,105198731,105200941,105214671,105216731,105274701,105275811,105279881,105281491,105313021,105337881,105340511,105340921,105351401,105378321,105382302,105388401,105414241,105421331,105433191,105434222,105450051,105451271,105452841,105453961,105459401,105459461,105459491,105497831,105497841,105497851,105552251,105552261,105552341,105552431,105552891,105656131,105691831,105701301,105721581,105755501,105817651,105820932,105841341,105849601,105849611,105853811,105853831,105871722,105903921,105904811,105932171,105932201,105934171,105937401,105953431,105956171,105957941,105995451,105996221,105996241,105998511,106013082,106030581,106081681,106089381,106100061,106134531,106135211,106141361,106142031,106142041,106142181,106142221,106142621,106142741,106142841,106142851,106142861,106167742,106178131,106194141,106195101,106195131,106196881,106196891,106197251,106203741,106234241,106267031,106267181,106269601,106270181,106336492,106337052,106347562,106349891,106349931,106370151,106370171,106370271,106374031,106375931,106376441,106377521,106380651,106411091,106411101,106439631,106442941,106458552,106461291,106464301,106469561,106473041,106495631,106498451,106512541,106512691,106514072,106518731,106529941,106539791,106540101,106557061,106587661,106592471,106593011,106602791,106618421,106630371,106677731,106683102,106688511,106711501,106753552,106818681,106818811,106828941,106829501,106848201,106850481"
1669	-0.001091384	2	[Myocardialinfarction] [Coronaryarterydisease] [Cardiacfailurecongestive]	[ASPIRIN] [AVANDIA]	13	1.51692	AVANDIA	177	3.61224	ASPIRIN	13	0.435657	"101039442,101042602,101051932,101059272,101061102,101063472,101067482,101070242,101075512,101075722,101076982,101079282,101079702,101080192,101082562,101084312,101093002,101094102,101095122,101096132,101098002,101101432,101103592,101107332,101114442,101118562,101118822,101127472,101171632,101171752,101172002,101185252,101205262,101212262,101212562,101212662,101224442,101265592,103158852,103167212"
1671	-0.001123278	2	[Syncope]	[LETAIRIS] [ADCIRCA]	20	2.66312	ADCIRCA	33	2.89982	LETAIRIS	90	2.66115	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1673	-0.001150294	2	[Pneumonia]	[REMODULIN] [LETAIRIS]	16	4.27807	REMODULIN	43	4.53587	LETAIRIS	144	4.25784	"102395572,102480842,102512492,103583183,103770812,103981286,104323145,104857481,105033341,105060942,105098971,105115142,105152052,105178871,105233721,105475801,105475892,105500682,105532591,105553161,105580193,105615412,105705902,105719641,105755762,105776872,105843846,105866822,105909151,105963481,106029071,106234443,106237321,106272651,106422001,106445181,106550212,106566511,106574342,106629921,106638653,106656063,106696641,106862151"
1674	-0.001202178	2	[Oedema]	[LETAIRIS] [ADCIRCA]	12	1.59787	ADCIRCA	19	1.6696	LETAIRIS	60	1.7741	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1675	-0.001321502	2	[Chestpain]	[REVATIO] [LETAIRIS]	13	2.19224	LETAIRIS	81	2.39503	REVATIO	23	2.26155	"101051484,102108512,102253432,102423964,102511832,102635402,102637252,102637382,102747592,102840223,103023072,103023102,103041333,103065392,103462322,103510334,103767903,104141592,104485252,104685913,104893741,104911381,104963972,104986461,105027681,105059701,105092371,105093311,105118893,105146752,105148911,105148931,105202121,105223841,105223861,105224043,105227262,105231001,105291411,105308241,105370601,105387721,105422511,105454212,105459681,105500621,105501961,105556612,105557531,105557771,105557972,105558121,105616532,105640351,105643381,105643661,105643751,105644182,105666231,105668451,105671631,105688381,105691241,105769671,105771671,105891413,105913211,105913231,105914311,105914991,105915492,105935672,105942341,105943461,105943651,105943761,105944022,105962801,105964022,105964271,105964391,106030861,106032351,106087591,106088581,106088651,106090011,106090811,106112511,106115502,106118281,106230861,106262721,106391811,106392061,106419481,106419512,106498832,106527841,106533051,106533081,106539701,106565291,106637451,106641511,106644371,106732881,106736611,106755981,106778401,106839391,106839681,106858291"
1676	-0.001408927	2	[Dyspnoea]	[REMODULIN] [LETAIRIS]	52	13.9037	REMODULIN	136	14.346	LETAIRIS	465	13.7493	"102395572,102480842,102512492,103583183,103770812,103981286,104323145,104857481,105033341,105060942,105098971,105115142,105152052,105178871,105233721,105475801,105475892,105500682,105532591,105553161,105580193,105615412,105705902,105719641,105755762,105776872,105843846,105866822,105909151,105963481,106029071,106234443,106237321,106272651,106422001,106445181,106550212,106566511,106574342,106629921,106638653,106656063,106696641,106862151"
1677	-0.001412677	2	[Coronaryarterydisease] [Cardiacfailurecongestive]	[PLAVIX] [AVANDIA]	16	3.23232	AVANDIA	323	6.59184	PLAVIX	16	0.972054	"101061662,101071822,101074532,101076902,101080152,101093042,101093262,101094512,101094542,101096252,101097232,101097672,101106182,101115912,101116972,101132152,101136332,101172162,101194632,101199622,101205442,101205552,101212422,101232182,101240452,103166312"
1678	-0.001443419	2	[Cardiorespiratoryarrest]	[AVANDAMET] [AVANDIA]	10	1.65837	AVANDAMET	10	1.5873	AVANDIA	101	2.06122	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1679	-0.00145489	2	[Pyrexia]	[LETAIRIS] [ADCIRCA]	11	1.46471	ADCIRCA	26	2.28471	LETAIRIS	37	1.09403	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1680	-0.001455783	2	[Type2diabetesmellitus]	[ASPIRIN] [LIPITOR]	26	18.3099	LIPITOR	558	41.5488	ASPIRIN	31	1.03887	"10,355,359,210,416,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1682	-0.001474282	2	[Fluidretention]	[ADCIRCA] [TYVASO]	11	4.18251	TYVASO	36	4.27046	ADCIRCA	50	4.39367	"102133354,102519472,102836442,102844022,103144832,103400383,104403776,104403783,104831202,104882142,104882272,104967651,105033361,105033402,105098911,105235693,105294811,105329551,105374462,105427202,105506832,105562381,105642572,105738721,105814851,105883203,105893082,105953452,105990002,106336391,106387512,106401311,106528611,106639712,106818942"
1683	-0.001523381	2	[Hypotension]	[LETAIRIS] [ADCIRCA]	16	2.13049	ADCIRCA	28	2.46046	LETAIRIS	72	2.12892	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1684	-0.001527472	2	[Fluidretention]	[LETAIRIS] [ADCIRCA]	32	4.26099	ADCIRCA	50	4.39367	LETAIRIS	150	4.43525	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1685	-0.001643153	2	[Transientischaemicattack]	[ASPIRIN] [AVANDIA]	10	1.16686	ASPIRIN	29	0.97185	AVANDIA	90	1.83673	"101039442,101042602,101051932,101059272,101061102,101063472,101067482,101070242,101075512,101075722,101076982,101079282,101079702,101080192,101082562,101084312,101093002,101094102,101095122,101096132,101098002,101101432,101103592,101107332,101114442,101118562,101118822,101127472,101171632,101171752,101172002,101185252,101205262,101212262,101212562,101212662,101224442,101265592,103158852,103167212"
1686	-0.001659312	2	[Myocardialinfarction] [Cerebrovascularaccident]	[AVANDAMET] [AVANDIA]	14	2.32172	AVANDIA	137	2.79592	AVANDAMET	14	2.22222	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1689	-0.001874938	2	[Malaise]	[LETAIRIS] [TYVASO]	21	4.62555	LETAIRIS	174	5.14488	TYVASO	38	4.50771	"100636442,101753173,102391902,102712843,102908312,104581862,104603732,104660443,104744364,104816532,104893901,104894812,105027512,105039741,105099082,105128472,105146881,105165031,105179081,105294782,105359731,105388091,105392281,105456601,105617221,105640381,105684224,105774251,105803391,105826214,105913532,106087341,106127311,106336501,106392461,106533271,106611492,106613931,106718231,106735261,106814221,106814291,98347923"
