Rank,score,ADR,intr_drugs,intr_support,intr_conf,drug1,d1_support,d1_conf,drug2,d2_support,d2_conf
778,0.041918541,[Pyrexia] [Anaemia],[RIBAVIRIN] [PEGINTRON],20,13.6986,[PEGINTRON],22,8.0292,[RIBAVIRIN],26,2.6971
779,0.041915925,[Liverdisorder],[FLUOROURACIL] [FOLINICACID],11,12.6437,[FOLINICACID],11,6.28571,[FLUOROURACIL],11,2.06767
780,0.041915761,[Dyspnoea],[TYVASO] [COUMADIN],17,17.8947,[TYVASO],130,15.4211,[COUMADIN],97,8.97317
781,0.041589485,[Dyspnoea],[REVATIO] [COUMADIN],24,17.1429,[REVATIO],147,14.4543,[COUMADIN],97,8.97317
782,0.041437356,[Haemoglobindecreased] [Plateletcountdecreased],[PEGINTRON] [SIMEPREVIR],10,10,[SIMEPREVIR],13,5.90909,[PEGINTRON],15,5.47445
783,0.041404152,[Pain],[ENBREL] [METHOTREXATE],24,9.7561,[ENBREL],158,5.66714,[METHOTREXATE],73,4.56821
784,0.041393555,[Headache],[SOFOSBUVIR] [RIBAVIRIN],12,11.8812,[RIBAVIRIN],52,5.39419,[SOFOSBUVIR],19,8.05085
787,0.041358506,[Death],[ASPIRIN] [TRACLEER],10,21.2766,[TRACLEER],143,15.4762,[ASPIRIN],97,3.25067
788,0.041304461,[Anaemia],[RIBAVIRIN] [PEGYLATEDINTERFERONNOS],22,28.9474,[PEGYLATEDINTERFERONNOS],25,28.7356,[RIBAVIRIN],180,18.6722
789,0.041189358,[Myocardialinfarction],[DIOVAN] [AVANDIA],23,46,[AVANDIA],2411,49.2041,[DIOVAN],31,6.25
790,0.04106498,[Drugreactionwitheosinophiliaandsystemicsymptoms],[DAPSONE] [FUROSEMIDE],11,100,[FUROSEMIDE],14,1.19556,[DAPSONE],18,43.9024
791,0.041015363,[Dizziness],[SIMVASTATIN] [FUROSEMIDE],11,12.3596,[FUROSEMIDE],16,1.36635,[SIMVASTATIN],94,4.81064
792,0.041012789,[Pruritus],[PEGINTRON] [SIMEPREVIR],10,10,[SIMEPREVIR],13,5.90909,[PEGINTRON],16,5.83942
794,0.040955259,[Drugineffective],[MYCOPHENOLATEMOFETIL] [CICLOSPORIN],11,16.6667,[CICLOSPORIN],38,14.0221,[MYCOPHENOLATEMOFETIL],26,8.28025
795,0.040855123,[Depression] [Dysphagia] [Neuropathyperipheral],[THYROID] [CITALOPRAM],10,100,[CITALOPRAM],11,1.32371,[THYROID],10,47.619
796,0.040766181,[Cough],[LETAIRIS] [TYVASO],76,16.7401,[LETAIRIS],147,4.34654,[TYVASO],109,12.93
797,0.040660464,[Rash],[RIBAVIRIN] [SOVRIAD],14,14.8936,[SOVRIAD],17,11.1111,[RIBAVIRIN],98,10.166
798,0.04065798,[Cardiacfailurecongestive],[ASPIRIN] [TOPROLXL],22,16.2963,[ASPIRIN],180,6.03217,[TOPROLXL],43,13.4375
799,0.040564777,[Rash],[RIBAVIRIN] [INCIVO],18,20.4545,[INCIVO],33,19.0751,[RIBAVIRIN],98,10.166
800,0.040408289,[Death],[Rituximab] [Vincristine],10,12.0482,[Vincristine],10,8.33333,[Rituximab],24,6.68524
802,0.040165054,[Haemoglobindecreased],[RIBAVIRIN] [SIMEPREVIR],19,13.7681,[SIMEPREVIR],23,10.4545,[RIBAVIRIN],55,5.70539
804,0.040018992,[Cerebrovascularaccident],[AMLODIPINE] [AVANDIA],11,34.375,[AMLODIPINE],26,1.88406,[AVANDIA],986,20.1224
805,0.040000926,[Myocardialinfarction],[ATENOLOL] [AVANDIA],52,43.6975,[AVANDIA],2411,49.2041,[ATENOLOL],57,7.32648
807,0.039918163,[Injury],[ANDRODERM] [ANDROGEL],15,51.7241,[ANDRODERM],15,36.5854,[ANDROGEL],195,56.686
810,0.039802796,[Hypotension],[AMLODIPINE] [SIMVASTATIN],13,8.72483,[SIMVASTATIN],48,2.4565,[AMLODIPINE],58,4.2029
811,0.039760461,[Rash],[INCIVEK] [PEGASYS],10,16.9492,[INCIVEK],10,14.4928,[PEGASYS],45,9.09091
812,0.039693196,[Diarrhoea],[OXALIPLATIN] [CAPECITABINE],11,15.942,[OXALIPLATIN],36,8.6747,[CAPECITABINE],33,13.2
813,0.039628497,[Foetalexposureduringpregnancy],[TRUVADA] [PREZISTA],10,16.129,[PREZISTA],12,9.83607,[TRUVADA],35,13.1579
814,0.039581072,[Pyrexia],[PREDNISONE] [CYCLOPHOSPHAMIDE],11,8.0292,[CYCLOPHOSPHAMIDE],32,4.07125,[PREDNISONE],70,3.9705
815,0.039497265,[Myocardialinfarction],[FUROSEMIDE] [WARFARIN],10,11.3636,[WARFARIN],24,2.66371,[FUROSEMIDE],76,6.49018
816,0.039425803,[Malaise],[RIBAVIRIN] [SOVRIAD],13,13.8298,[SOVRIAD],16,10.4575,[RIBAVIRIN],48,4.97925
817,0.03933826,[Pyrexia] [Rash],[RIBAVIRIN] [PEGINTRON],15,10.274,[RIBAVIRIN],24,2.48963,[PEGINTRON],15,5.47445
819,0.039113349,[Pyrexia] [Bloodbilirubinincreased],[PEGINTRON] [SIMEPREVIR],10,10,[SIMEPREVIR],10,4.54545,[PEGINTRON],17,6.20438
820,0.039093504,[Hypoglycaemia],[LANTUS] [NOVORAPID],16,16.6667,[NOVORAPID],35,14.1129,[LANTUS],68,5.80205
821,0.039043222,[Plateletcountdecreased] [Whitebloodcellcountdecreased] [Anaemia],[RIBAVIRIN] [SIMEPREVIR],20,14.4928,[SIMEPREVIR],22,10,[RIBAVIRIN],32,3.3195
823,0.038690105,[Druginteraction],[METFORMIN] [GLICLAZIDE],13,16.25,[METFORMIN],38,2.24852,[GLICLAZIDE],16,9.69697
824,0.038612368,[Plateletcountdecreased] [Whitebloodcellcountdecreased],[RIBAVIRIN] [SOVRIAD],17,18.0851,[RIBAVIRIN],52,5.39419,[SOVRIAD],24,15.6863
825,0.038598602,[Drugineffective] [Renalimpairment],[METHOTREXATE] [DAPSONE],10,90.9091,[METHOTREXATE],11,0.68836,[DAPSONE],11,26.8293
827,0.038379997,[Nausea],[SOFOSBUVIR] [RIBAVIRIN],12,11.8812,[SOFOSBUVIR],20,8.47458,[RIBAVIRIN],60,6.22407
828,0.038328267,[Osteoarthritis],[FOLICACID] [HUMIRA],12,6.81818,[FOLICACID],17,1.57262,[HUMIRA],75,2.39464
829,0.038287569,[Pruritus],[RIBAVIRIN] [PEGINTRON],14,9.58904,[RIBAVIRIN],41,4.25311,[PEGINTRON],16,5.83942
830,0.038265556,[Pneumonia],[REMODULIN] [ADCIRCA],19,8.63636,[REMODULIN],43,4.53587,[ADCIRCA],55,4.83304
831,0.03819315,[Headache],[RIBAVIRIN] [SIMEPREVIR],16,11.5942,[RIBAVIRIN],52,5.39419,[SIMEPREVIR],18,8.18182
832,0.038134661,[Acutemyocardialinfarction],[NITROGLYCERIN] [AVANDIA],31,14.554,[AVANDIA],285,5.81633,[NITROGLYCERIN],32,11.7647
833,0.038105738,[Foetalexposureduringpregnancy],[REYATAZ] [TRUVADA],10,16.129,[TRUVADA],35,13.1579,[REYATAZ],12,10.5263
834,0.037931207,[Coronaryarterydisease],[ASPIRIN] [AVANDIA],171,19.9533,[AVANDIA],904,18.449,[ASPIRIN],179,5.99866
836,0.037914664,[Whitebloodcellcountdecreased],[PEGINTRON] [SOVRIAD],17,27.8689,[PEGINTRON],49,17.8832,[SOVRIAD],43,28.1046
838,0.037774423,[Asthma],[XOLAIR] [SYMBICORT],10,21.2766,[XOLAIR],75,20.9497,[SYMBICORT],39,9.46602
840,0.037647637,[Dermatitis],[RIBAVIRIN] [INCIVO],12,13.6364,[INCIVO],12,6.93642,[RIBAVIRIN],17,1.76349
841,0.037630364,[Myocardialinfarction],[HYDROCHLOROTHIAZIDE] [AVANDIA],43,41.7476,[AVANDIA],2411,49.2041,[HYDROCHLOROTHIAZIDE],48,8.34783
842,0.037310571,[Pyrexia] [Whitebloodcellcountdecreased],[RIBAVIRIN] [SIMEPREVIR],18,13.0435,[RIBAVIRIN],29,3.0083,[SIMEPREVIR],19,8.63636
843,0.037164087,[Vomiting] [Headache],[ISOSORBIDEMONONITRATE] [SIMVASTATIN],11,45.8333,[ISOSORBIDEMONONITRATE],11,13.253,[SIMVASTATIN],13,0.665302
846,0.037063627,[Rash],[RIBAVIRIN] [PEGYLATEDINTERFERONNOS],16,21.0526,[PEGYLATEDINTERFERONNOS],18,20.6897,[RIBAVIRIN],98,10.166
848,0.036773927,[Pyrexia] [Anaemia],[RIBAVIRIN] [SIMEPREVIR],17,12.3188,[SIMEPREVIR],17,7.72727,[RIBAVIRIN],26,2.6971
849,0.036749682,[Myocardialinfarction] [Cardiacfailurecongestive],[FUROSEMIDE] [AVANDIA],18,17.3077,[AVANDIA],440,8.97959,[FUROSEMIDE],19,1.62254
850,0.036625216,[Plateletcountdecreased] [Bloodbilirubinincreased],[RIBAVIRIN] [PEGINTRON],17,11.6438,[PEGINTRON],19,6.93431,[RIBAVIRIN],24,2.48963
852,0.036449983,[Death],[PREDNISONE] [Rituximab],10,10.2041,[Rituximab],24,6.68524,[PREDNISONE],71,4.02723
853,0.036403448,[Plateletcountdecreased] [Whitebloodcellcountdecreased] [Anaemia],[RIBAVIRIN] [SOVRIAD],11,11.7021,[SOVRIAD],12,7.84314,[RIBAVIRIN],32,3.3195
856,0.036251522,[Abortionspontaneous],[NORVIR] [PREZISTA],10,11.3636,[PREZISTA],10,8.19672,[NORVIR],11,5.58376
858,0.036044834,[Plateletcountdecreased] [Whitebloodcellcountdecreased],[RIBAVIRIN] [PEGINTERFERONALFA2A],23,16.1972,[RIBAVIRIN],52,5.39419,[PEGINTERFERONALFA2A],23,14.0244
860,0.035741478,[Headache],[ADCIRCA] [TYVASO],31,11.7871,[ADCIRCA],77,6.76626,[TYVASO],73,8.65955
861,0.035692384,[Cough],[ADCIRCA] [TYVASO],40,15.2091,[TYVASO],109,12.93,[ADCIRCA],62,5.44815
862,0.035522487,[Prematurebaby],[NORVIR] [TRUVADA],11,10.2804,[TRUVADA],18,6.76692,[NORVIR],13,6.59898
863,0.035521581,[Malaise],[HUMIRA] [PREDNISONE],11,7.14286,[PREDNISONE],42,2.3823,[HUMIRA],105,3.35249
864,0.035506276,[Fluidretention],[TRACLEER] [COUMADIN],13,7.38636,[COUMADIN],41,3.79278,[TRACLEER],29,3.13853
865,0.035489726,[Bloodbilirubinincreased],[RIBAVIRIN] [SIMEPREVIR],22,15.942,[RIBAVIRIN],48,4.97925,[SIMEPREVIR],30,13.6364
867,0.035338579,[Death],[BORTEZOMIB] [DEXAMETHASONE],13,16.25,[BORTEZOMIB],15,14.4231,[DEXAMETHASONE],138,8.65204
868,0.035283977,[Myocardialinfarction],[METFORMIN] [AVANDIA],15,68.1818,[AVANDIA],2411,49.2041,[METFORMIN],36,2.13018
870,0.03520367,[Dyspnoea],[REVATIO] [VELETRI],11,17.7419,[REVATIO],147,14.4543,[VELETRI],39,13.8298
872,0.035092567,[Crohnsdisease],[HUMIRA] [PREDNISONE],18,11.6883,[PREDNISONE],24,1.36132,[HUMIRA],162,5.17241
874,0.035027792,[Myocardialinfarction],[FUROSEMIDE] [METOPROLOL],12,15.7895,[FUROSEMIDE],76,6.49018,[METOPROLOL],143,14.0196
875,0.034986524,[Plateletcountdecreased] [Whitebloodcellcountdecreased],[SOVRIAD] [PEGASYS],12,18.1818,[SOVRIAD],24,15.6863,[PEGASYS],21,4.24242
876,0.034828977,[Fall],[AMLODIPINE] [SIMVASTATIN],10,6.71141,[AMLODIPINE],38,2.75362,[SIMVASTATIN],62,3.17298
877,0.034806718,[Drugineffective] [HepatitisC],[RIBAVIRIN] [SOVALDI],19,8.83721,[RIBAVIRIN],21,2.17842,[SOVALDI],29,4.6252
878,0.034569807,[Haemoglobindecreased],[SOVRIAD] [PEGASYS],11,16.6667,[SOVRIAD],23,15.0327,[PEGASYS],28,5.65657
879,0.034565846,[Offlabeluse],[RIBAVIRIN] [INCIVO],11,12.5,[INCIVO],16,9.24855,[RIBAVIRIN],36,3.73444
881,0.034472328,[Insomnia],[RIBAVIRIN] [PEGINTRON],12,8.21918,[RIBAVIRIN],32,3.3195,[PEGINTRON],13,4.74453
882,0.034342618,[Nausea],[REVATIO] [TYVASO],18,9.94475,[TYVASO],57,6.76157,[REVATIO],44,4.32645
883,0.03420114,[Abdominalpain],[HUMIRA] [PREDNISONE],12,7.79221,[PREDNISONE],27,1.53148,[HUMIRA],103,3.28863
884,0.03416955,[Dyspnoea],[SPIRONOLACTONE] [FUROSEMIDE],13,11.0169,[FUROSEMIDE],68,5.807,[SPIRONOLACTONE],30,8.06452
885,0.034149879,[Acutekidneyinjury],[SPIRONOLACTONE] [FUROSEMIDE],14,11.8644,[SPIRONOLACTONE],34,9.13979,[FUROSEMIDE],66,5.63621
886,0.034133013,[Peritonealdialysiscomplication],[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [DIANEALWDEXTROSE25],14,13.0841,[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE],142,4.27196,[DIANEALWDEXTROSE25],15,10.274
887,0.034108708,[Plateletcountdecreased],[RIBAVIRIN] [PEGINTERFERONALFA2A],25,17.6056,[PEGINTERFERONALFA2A],25,15.2439,[RIBAVIRIN],119,12.3444
888,0.034076748,[Myocardialinfarction],[COZAAR] [AVANDIA],13,39.3939,[AVANDIA],2411,49.2041,[COZAAR],17,11.1842
893,0.033802315,[Acutemyocardialinfarction] [Thrombosisindevice],[ASPIRIN] [CLOPIDOGREL],19,10.9827,[CLOPIDOGREL],19,3.52505,[ASPIRIN],25,0.837802
894,0.033734788,[Drugineffective],[REMICADE] [METHOTREXATE],12,9.44882,[REMICADE],67,6.18652,[METHOTREXATE],90,5.63204
896,0.033658848,[Anaemia],[PEGINTRON] [SOVRIAD],18,29.5082,[SOVRIAD],39,25.4902,[PEGINTRON],73,26.6423
898,0.033550516,[Acutemyocardialinfarction],[LASIX] [AVANDIA],24,10.0418,[AVANDIA],285,5.81633,[LASIX],27,2.25376
899,0.03354159,[Acutemyocardialinfarction],[COREG] [AVANDIA],12,9.09091,[AVANDIA],285,5.81633,[COREG],15,5.39568
900,0.033539711,[Dyspnoea],[LETAIRIS] [WARFARIN],40,15.6863,[WARFARIN],84,9.32297,[LETAIRIS],465,13.7493
901,0.033518347,[Coronaryarterydisease],[AVANDARYL] [AVANDIA],21,25,[AVANDIA],904,18.449,[AVANDARYL],21,23.8636
902,0.033447836,[Dizziness],[AMLODIPINE] [FUROSEMIDE],10,10.101,[FUROSEMIDE],16,1.36635,[AMLODIPINE],62,4.49275
903,0.033433697,[Myocardialinfarction],[CLONIDINE] [AVANDIA],16,40,[CLONIDINE],19,8.83721,[AVANDIA],2411,49.2041
905,0.033381488,[Coronaryarterialstentinsertion],[PLAVIX] [ASPIRIN],39,6.98925,[PLAVIX],55,3.34143,[ASPIRIN],65,2.17828
906,0.033247678,[Hypoglycaemia],[HUMALOG] [LANTUS],19,9.13462,[HUMALOG],34,5.81197,[LANTUS],68,5.80205
909,0.033153019,[Pneumonia],[ASPIRIN] [FUROSEMIDE],10,5.88235,[FUROSEMIDE],29,2.47652,[ASPIRIN],64,2.14477
910,0.033118194,[Cerebrovascularaccident],[LISINOPRIL] [AVANDIA],68,20.059,[AVANDIA],986,20.1224,[LISINOPRIL],97,6.62568
912,0.033077258,[Emotionaldistress],[ANDROGEL] [TESTIM],14,31.1111,[ANDROGEL],123,35.7558,[TESTIM],14,15.5556
913,0.033058635,[Death],[SILDENAFIL] [TRACLEER],35,17.2414,[TRACLEER],143,15.4762,[SILDENAFIL],48,11.0855
914,0.033024572,[HepatitisB],[DOXORUBICIN] [CYCLOPHOSPHAMIDE],12,6.81818,[DOXORUBICIN],12,3.38983,[CYCLOPHOSPHAMIDE],20,2.54453
915,0.033006638,[Coronaryarterialstentinsertion],[NORVASC] [AVANDIA],11,8.08824,[AVANDIA],199,4.06122,[NORVASC],11,1.95382
917,0.032787222,[Coronaryarterydisease],[ALTACE] [AVANDIA],13,19.1176,[AVANDIA],904,18.449,[ALTACE],13,11.0169
918,0.032740536,[Pyrexia],[REMODULIN] [TRACLEER],10,7.40741,[TRACLEER],21,2.27273,[REMODULIN],36,3.79747
919,0.03268166,[Pyrexia] [Whitebloodcellcountdecreased],[RIBAVIRIN] [SOVRIAD],10,10.6383,[SOVRIAD],11,7.18954,[RIBAVIRIN],29,3.0083
920,0.032619152,[Cardiacfailurecongestive],[ENALAPRIL] [AVANDIA],10,24.3902,[ENALAPRIL],12,3.38983,[AVANDIA],1052,21.4694
922,0.032585098,[Toxicitytovariousagents],[ETOPOSIDE] [CISPLATIN],11,8.66142,[CISPLATIN],22,3.72881,[ETOPOSIDE],23,5.51559
923,0.032581944,[Plateletcountdecreased] [Whitebloodcellcountdecreased],[RIBAVIRIN] [PEGINTRON],17,11.6438,[RIBAVIRIN],52,5.39419,[PEGINTRON],25,9.12409
924,0.032292142,[Acutekidneyinjury],[OMEPRAZOLE] [FUROSEMIDE],12,9.02256,[OMEPRAZOLE],50,2.89687,[FUROSEMIDE],66,5.63621
925,0.032255691,[Neutropenia],[PREDNISONE] [CYCLOPHOSPHAMIDE],17,12.4088,[PREDNISONE],31,1.75837,[CYCLOPHOSPHAMIDE],55,6.99746
926,0.032199721,[Nausea],[OMEPRAZOLE] [ASPIRIN],13,6.84211,[OMEPRAZOLE],58,3.36037,[ASPIRIN],66,2.2118
927,0.032111841,[Plateletcountdecreased] [Whitebloodcellcountdecreased],[PEGINTRON] [SIMEPREVIR],16,16,[SIMEPREVIR],32,14.5455,[PEGINTRON],25,9.12409
928,0.032050616,[Myocardialinfarction] [Coronaryarterydisease],[TOPROLXL] [AVANDIA],24,12.766,[TOPROLXL],24,7.5,[AVANDIA],509,10.3878
929,0.031966202,[Neutropenia],[VINCRISTINE] [CYCLOPHOSPHAMIDE],20,11.6959,[CYCLOPHOSPHAMIDE],55,6.99746,[VINCRISTINE],26,9.05923
931,0.031876089,[Whitebloodcellcountdecreased] [Anaemia],[RIBAVIRIN] [PEGINTERFERONALFA2A],20,14.0845,[RIBAVIRIN],48,4.97925,[PEGINTERFERONALFA2A],20,12.1951
933,0.031776773,[Dyspnoea],[LETAIRIS] [COUMADIN],40,15.3846,[LETAIRIS],465,13.7493,[COUMADIN],97,8.97317
934,0.031752417,[Pancytopenia],[COPEGUS] [PEGASYS],27,15.0838,[COPEGUS],27,13.7056,[PEGASYS],29,5.85859
937,0.031651269,[Arthralgia],[ENBREL] [METHOTREXATE],26,10.5691,[ENBREL],220,7.89096,[METHOTREXATE],70,4.38048
939,0.031619878,[Plateletcountdecreased] [Pyrexia] [Whitebloodcellcountdecreased],[RIBAVIRIN] [PEGINTRON],13,8.90411,[PEGINTRON],13,4.74453,[RIBAVIRIN],18,1.86722
940,0.031455957,[Neutropenia],[PREDNISOLONE] [CYCLOPHOSPHAMIDE],10,11.7647,[PREDNISOLONE],21,1.91956,[CYCLOPHOSPHAMIDE],55,6.99746
941,0.031368451,[Coronaryarterybypass],[LOPRESSOR] [AVANDIA],15,9.86842,[LOPRESSOR],15,6.60793,[AVANDIA],144,2.93878
943,0.031355983,[Death],[FLUOROURACIL] [FOLINICACID],10,11.4943,[FOLINICACID],16,9.14286,[FLUOROURACIL],28,5.26316
945,0.031341484,[Coronaryarterydisease],[LOPRESSOR] [AVANDIA],30,19.7368,[AVANDIA],904,18.449,[LOPRESSOR],31,13.6564
947,0.031244647,[Pneumonia],[VENTOLIN] [ADVAIRHFA],12,14.8148,[VENTOLIN],32,6.89655,[ADVAIRHFA],78,13.4948
948,0.031231066,[Dizziness],[REVATIO] [TYVASO],15,8.28729,[REVATIO],50,4.91642,[TYVASO],44,5.21945
949,0.031165442,[Myocardialinfarction],[LASIX] [COUMADIN],16,13.0081,[LASIX],124,10.3506,[COUMADIN],39,3.60777
950,0.031110939,[Coronaryarterialstentinsertion],[NITROGLYCERIN] [AVANDIA],27,12.6761,[AVANDIA],199,4.06122,[NITROGLYCERIN],28,10.2941
952,0.03095534,[Pyrexia],[Trametinib] [Dabrafenib],15,21.7391,[Dabrafenib],16,18.8235,[Trametinib],16,18.3908
953,0.030935849,[Death],[Epirubicin] [DOCETAXEL],32,21.4765,[DOCETAXEL],42,8.23529,[Epirubicin],60,22.9885
954,0.030844256,[Nausea],[REMODULIN] [TRACLEER],11,8.14815,[REMODULIN],46,4.85232,[TRACLEER],24,2.5974
956,0.030772434,[Pain],[METHOTREXATE] [PREDNISONE],18,7.79221,[PREDNISONE],47,2.66591,[METHOTREXATE],73,4.56821
957,0.030763781,[Arthropathy],[METHOTREXATE] [ORENCIA],11,14.6667,[ORENCIA],39,10.7735,[METHOTREXATE],41,2.56571
958,0.030748969,[Haemoglobindecreased],[RIBAVIRIN] [SOVRIAD],15,15.9574,[SOVRIAD],23,15.0327,[RIBAVIRIN],55,5.70539
959,0.030667926,[Neutropenia],[ETOPOSIDE] [CISPLATIN],12,9.44882,[ETOPOSIDE],27,6.47482,[CISPLATIN],36,6.1017
960,0.030663118,[Acutekidneyinjury],[OMEPRAZOLE] [SIMVASTATIN],14,6.19469,[OMEPRAZOLE],50,2.89687,[SIMVASTATIN],61,3.1218
961,0.030620357,[Pyrexia] [Whitebloodcellcountdecreased] [Anaemia],[RIBAVIRIN] [PEGINTRON],13,8.90411,[RIBAVIRIN],17,1.76349,[PEGINTRON],13,4.74453
962,0.030456867,[Coronaryarterybypass],[TOPROLXL] [AVANDIA],14,7.44681,[AVANDIA],144,2.93878,[TOPROLXL],14,4.375
963,0.030441473,[Febrileneutropenia],[VINCRISTINE] [CYCLOPHOSPHAMIDE],16,9.35673,[VINCRISTINE],19,6.62021,[CYCLOPHOSPHAMIDE],40,5.08906
966,0.030320315,[Myocardialinfarction],[RAMIPRIL] [AVANDIA],12,54.5455,[RAMIPRIL],23,2.75779,[AVANDIA],2411,49.2041
967,0.030285936,[Drugdoseomission],[TRACLEER] [COUMADIN],11,6.25,[COUMADIN],23,2.12766,[TRACLEER],28,3.0303
969,0.030195319,[Plateletcountdecreased] [Rash],[RIBAVIRIN] [PEGINTRON],13,8.90411,[RIBAVIRIN],23,2.38589,[PEGINTRON],15,5.47445
970,0.030195319,[Haemoglobindecreased] [Plateletcountdecreased],[RIBAVIRIN] [PEGINTRON],13,8.90411,[RIBAVIRIN],23,2.38589,[PEGINTRON],15,5.47445
973,0.029799021,[Dyspnoea],[REMODULIN] [REVATIO],36,17.3913,[REVATIO],147,14.4543,[REMODULIN],136,14.346
974,0.029713194,[Plateletcountdecreased] [Bloodbilirubinincreased],[RIBAVIRIN] [SOVRIAD],12,12.766,[RIBAVIRIN],24,2.48963,[SOVRIAD],14,9.15033
975,0.029660724,[Pyrexia] [Bloodbilirubinincreased],[RIBAVIRIN] [PEGINTRON],16,10.9589,[RIBAVIRIN],16,1.65975,[PEGINTRON],17,6.20438
976,0.029590943,[Dyspnoea],[VENTOLIN] [ADVAIRHFA],12,14.8148,[ADVAIRHFA],70,12.1107,[VENTOLIN],53,11.4224
977,0.02954508,[Coronaryarterialstentinsertion],[ASPIRIN] [AVANDIA],63,7.35122,[AVANDIA],199,4.06122,[ASPIRIN],65,2.17828
978,0.029335006,[Devicerelatedinfection],[REMODULIN] [ADCIRCA],16,7.27273,[REMODULIN],35,3.69198,[ADCIRCA],20,1.75747
979,0.029152299,[Arthralgia],[METHOTREXATE] [HUMIRA],27,7.31707,[METHOTREXATE],70,4.38048,[HUMIRA],138,4.40613
980,0.029054277,[Pancytopenia] [Toxicitytovariousagents],[METHOTREXATE] [OMEPRAZOLEMAGNESIUM],12,80,[METHOTREXATE],27,1.68961,[OMEPRAZOLEMAGNESIUM],12,57.1429
981,0.029053383,[Pneumonia],[ASPIRIN] [SPIRIVA],10,17.2414,[SPIRIVA],87,12.5,[ASPIRIN],64,2.14477
982,0.028930056,[Plasmacellmyeloma],[REVLIMID] [DEXAMETHASONE],61,11.1517,[DEXAMETHASONE],92,5.76802,[REVLIMID],152,9.08547
983,0.0289197,[Cerebrovascularaccident],[ASPIRIN] [COREG],10,10,[ASPIRIN],172,5.76407,[COREG],21,7.55396
985,0.028904256,[Cardiacfailurecongestive],[ASPIRIN] [LOPRESSOR],14,12.2807,[LOPRESSOR],24,10.5727,[ASPIRIN],180,6.03217
986,0.0288754,[Myocardialinfarction] [Coronaryarterydisease],[COREG] [AVANDIA],16,12.1212,[COREG],16,5.7554,[AVANDIA],509,10.3878
987,0.028675008,[Dyspnoea],[TRACLEER] [TYVASO],18,16.6667,[TYVASO],130,15.4211,[TRACLEER],102,11.039
989,0.028502001,[Cardiacfailurecongestive],[LIPITOR] [LASIX],10,15.625,[LASIX],120,10.0167,[LIPITOR],23,1.71258
990,0.028476318,[Chronicobstructivepulmonarydisease],[SPIRIVA] [SYMBICORT],10,11.3636,[SPIRIVA],66,9.48276,[SYMBICORT],22,5.33981
991,0.028420002,[Plateletcountdecreased] [Pyrexia] [Anaemia],[RIBAVIRIN] [PEGINTRON],13,8.90411,[PEGINTRON],13,4.74453,[RIBAVIRIN],15,1.55602
992,0.028251938,[Cerebrovascularaccident],[DIGOXIN] [AVANDIA],11,19.6429,[AVANDIA],986,20.1224,[DIGOXIN],20,5.02513
993,0.027974365,[Fatigue],[RIBAVIRIN] [PEGASYS],16,8.74317,[RIBAVIRIN],54,5.60166,[PEGASYS],30,6.06061
994,0.027973497,[Insomnia],[RIBAVIRIN] [SIMEPREVIR],10,7.24638,[RIBAVIRIN],32,3.3195,[SIMEPREVIR],10,4.54545
995,0.027922976,[Plateletcountdecreased] [Pyrexia] [Bloodbilirubinincreased],[RIBAVIRIN] [PEGINTRON],14,9.58904,[RIBAVIRIN],14,1.45228,[PEGINTRON],14,5.10949
998,0.027768884,[Cardiacfailurecongestive],[ASPIRIN] [METOPROLOL],22,8.52713,[ASPIRIN],180,6.03217,[METOPROLOL],37,3.62745
999,0.027639167,[Plateletcountdecreased] [Rash],[RIBAVIRIN] [SIMEPREVIR],11,7.97101,[RIBAVIRIN],23,2.38589,[SIMEPREVIR],11,5
1000,0.027543075,[Pain],[ANDROGEL] [DEPOTESTOSTERONE],10,50,[ANDROGEL],209,60.7558,[DEPOTESTOSTERONE],14,31.1111
1001,0.027501384,[Headache],[REMODULIN] [TRACLEER],10,7.40741,[REMODULIN],44,4.64135,[TRACLEER],25,2.70563
1002,0.027458276,[Headache],[ORENITRAM] [ADCIRCA],16,22.2222,[ADCIRCA],77,6.76626,[ORENITRAM],41,24.8485
1003,0.027352253,[Pain] [Anxiety],[ANDRODERM] [ANDROGEL],10,34.4828,[ANDRODERM],11,26.8293,[ANDROGEL],123,35.7558
1005,0.027276173,[Hypertension],[LASIX] [AVANDIA],12,5.02092,[LASIX],22,1.83639,[AVANDIA],108,2.20408
1006,0.027217291,[Nausea],[ORENITRAM] [ADCIRCA],12,16.6667,[ORENITRAM],25,15.1515,[ADCIRCA],39,3.42707
1007,0.027202066,[Cerebrovascularaccident],[LASIX] [LISINOPRIL],10,9.17431,[LASIX],36,3.00501,[LISINOPRIL],97,6.62568
1008,0.027156007,[Fatigue],[LETAIRIS] [ORENITRAM],11,9.01639,[ORENITRAM],11,6.66667,[LETAIRIS],120,3.5482
1010,0.026935345,[Coronaryarterydisease],[ATENOLOL] [AVANDIA],24,20.1681,[AVANDIA],904,18.449,[ATENOLOL],24,3.08483
1011,0.026921692,[Myocardialinfarction],[ANDROGEL] [AXIRON],11,37.931,[ANDROGEL],121,35.1744,[AXIRON],18,35.2941
1013,0.026731593,[Coronaryarterialstentinsertion],[FUROSEMIDE] [AVANDIA],10,9.61538,[AVANDIA],199,4.06122,[FUROSEMIDE],11,0.939368
